index,team,record,rpi,projections,1st,2nd,3rd,sos,vs_1-5,vs_6-10,vs_11-20,vs_21+,gender,division,web_source,rank,school,conference,road,neutral,home,non_div_i,champ_%_rank,pr,sos-pr,qwf-pr,champ_%,sos-rpi,qwf-rpi,selection,champion_%
,Walsh ( 4 - 8 ),,53.0,,,,,,,,,,boys,D2,laxmath,,,,,,,,76.0,59.0,60.0,67.0,0 . 0 %,48.0,61.0,162.0,
,Wheeling ( 5 - 7 ),,58.0,,,,,,,,,,boys,D2,laxmath,,,,,,,,77.0,57.0,66.0,58.0,0 . 0 %,58.0,56.0,172.0,
,William Jewell ( 5 - 7 ),,49.0,,,,,,,,,,boys,D2,laxmath,,,,,,,,78.0,53.0,45.0,56.0,0 . 0 %,57.0,47.0,153.0,
,Wilmington (DE) ( 7 - 3 ),,23.0,,,,,,,,,,boys,D2,laxmath,,,,,,,,79.0,39.0,64.0,27.0,0 . 0 %,54.0,19.0,96.0,
,Young Harris ( 6 - 7 ),,62.0,,,,,,,,,,boys,D2,laxmath,,,,,,,,80.0,58.0,58.0,59.0,0 . 0 %,60.0,59.0,181.0,
,Harford ( 9 - 0 ),,1.0,,,,,,,,,,boys,,laxmath,,,,,,,,1.0,1.0,3.0,1.0,36 . 0 %,6.0,1.0,8.0,
,Nassau ( 6 - 0 ),,4.0,,,,,,,,,,boys,,laxmath,,,,,,,,2.0,2.0,10.0,3.0,24 . 50 %,10.0,3.0,17.0,
,Onondaga ( 7 - 2 ),,3.0,,,,,,,,,,boys,,laxmath,,,,,,,,3.0,4.0,7.0,4.0,14 . 50 %,5.0,4.0,12.0,
,Essex ( 7 - 2 ),,2.0,,,,,,,,,,boys,,laxmath,,,,,,,,4.0,3.0,4.0,2.0,14 . 0 %,3.0,2.0,7.0,
,Genesee ( 6 - 3 ),,5.0,,,,,,,,,,boys,,laxmath,,,,,,,,5.0,5.0,6.0,5.0,6 . 0 %,7.0,5.0,17.0,
,DuPage ( 2 - 2 ),,7.0,,,,,,,,,,boys,,laxmath,,,,,,,,6.0,7.0,2.0,9.0,1 . 50 %,2.0,9.0,18.0,
,Howard (MD) ( 2 - 6 ),,6.0,,,,,,,,,,boys,,laxmath,,,,,,,,7.0,6.0,1.0,10.0,1 . 50 %,1.0,11.0,18.0,
,Anne Arundel ( 4 - 6 ),,8.0,,,,,,,,,,boys,,laxmath,,,,,,,,8.0,8.0,5.0,7.0,0 . 0 %,9.0,7.0,24.0,
,Herkimer ( 5 - 6 ),,9.0,,,,,,,,,,boys,,laxmath,,,,,,,,9.0,9.0,12.0,8.0,0 . 0 %,13.0,8.0,30.0,
,Tompkins-Cortland ( 1 - 5 ),,16.0,,,,,,,,,,boys,,laxmath,,,,,,,,10.0,16.0,15.0,14.0,0 . 0 %,14.0,14.0,44.0,
,Delaware Tech ( 3 - 7 ),,10.0,,,,,,,,,,boys,,laxmath,,,,,,,,11.0,10.0,9.0,11.0,0 . 0 %,8.0,10.0,28.0,
,Hudson Valley ( 6 - 3 ),,11.0,,,,,,,,,,boys,,laxmath,,,,,,,,12.0,11.0,16.0,6.0,0 . 0 %,15.0,6.0,32.0,
,Mercer County ( 0 - 9 ),,13.0,,,,,,,,,,boys,,laxmath,,,,,,,,13.0,13.0,8.0,16.0,0 . 0 %,4.0,15.0,32.0,
,Mohawk Valley ( 1 - 7 ),,14.0,,,,,,,,,,boys,,laxmath,,,,,,,,14.0,15.0,13.0,15.0,0 . 0 %,12.0,16.0,42.0,
,Monroe ( 2 - 4 ),,15.0,,,,,,,,,,boys,,laxmath,,,,,,,,15.0,12.0,14.0,12.0,0 . 0 %,16.0,12.0,43.0,
,Sussex County ( 1 - 6 ),,12.0,,,,,,,,,,boys,,laxmath,,,,,,,,16.0,14.0,11.0,13.0,0 . 0 %,11.0,13.0,36.0,
,Wisconsin Red Club ( 7 - 1 ),,3.0,,,,,,,,,,boys,,laxmath,1.0,,,,,,,,1.0,4.0,3.0,,7.0,3.0,13.0,33 . 0 %
,Notre Dame Club ( 11 - 1 ),,2.0,,,,,,,,,,boys,,laxmath,2.0,,,,,,,,2.0,6.0,1.0,,15.0,1.0,18.0,20 . 50 %
,Ohio State Gray (GLLL) C( 5 - 1 ),,4.0,,,,,,,,,,boys,,laxmath,3.0,,,,,,,,3.0,1.0,9.0,,2.0,10.0,16.0,12 . 0 %
,Michigan State (GLLL) Cl( 6 - 4 ),,16.0,,,,,,,,,,boys,,laxmath,4.0,,,,,,,,4.0,20.0,11.0,,22.0,11.0,49.0,9 . 0 %
,Illinois State Club ( 6 - 4 ),,5.0,,,,,,,,,,boys,,laxmath,5.0,,,,,,,,6.0,3.0,4.0,,5.0,5.0,15.0,4 . 0 %
,UW Eau Claire Club ( 7 - 3 ),,10.0,,,,,,,,,,boys,,laxmath,6.0,,,,,,,,9.0,18.0,10.0,,19.0,7.0,36.0,4 . 0 %
,Wisconsin White Club ( 6 - 2 ),,12.0,,,,,,,,,,boys,,laxmath,7.0,,,,,,,,7.0,23.0,8.0,,27.0,8.0,47.0,4 . 0 %
,Mankato State Club ( 9 - 1 ),,1.0,,,,,,,,,,boys,,laxmath,8.0,,,,,,,,5.0,15.0,2.0,,3.0,2.0,6.0,3 . 0 %
,Northern Michigan Club ( 7 - 2 ),,15.0,,,,,,,,,,boys,,laxmath,9.0,,,,,,,,12.0,30.0,12.0,,30.0,12.0,57.0,2 . 0 %
,Marquette Club ( 5 - 6 ),,9.0,,,,,,,,,,boys,,laxmath,10.0,,,,,,,,10.0,5.0,13.0,,4.0,15.0,28.0,1 . 50 %
,St Cloud State Club ( 5 - 3 ),,7.0,,,,,,,,,,boys,,laxmath,11.0,,,,,,,,13.0,9.0,6.0,,6.0,9.0,22.0,1 . 50 %
,UW La Crosse Club ( 3 - 5 ),,22.0,,,,,,,,,,boys,,laxmath,12.0,,,,,,,,15.0,17.0,21.0,,17.0,19.0,58.0,1 . 50 %
,Central Michigan Club ( 4 - 3 ),,14.0,,,,,,,,,,boys,,laxmath,13.0,,,,,,,,16.0,21.0,15.0,,20.0,14.0,48.0,0 . 0 %
,Iowa Club ( 5 - 2 ),,6.0,,,,,,,,,,boys,,laxmath,14.0,,,,,,,,8.0,13.0,7.0,,8.0,6.0,20.0,0 . 0 %
,Loyola Chicago Club ( 9 - 3 ),,8.0,,,,,,,,,,boys,,laxmath,15.0,,,,,,,,11.0,24.0,5.0,,10.0,4.0,22.0,0 . 0 %
,Northwestern (IL) Club ( 2 - 8 ),,21.0,,,,,,,,,,boys,,laxmath,16.0,,,,,,,,14.0,2.0,18.0,,9.0,25.0,55.0,0 . 0 %
,Carleton Club ( 2 - 6 ),,19.0,,,,,,,,,,boys,,laxmath,17.0,,,,,,,,17.0,11.0,23.0,,11.0,23.0,53.0,0 . 0 %
,Ferris State Club ( 4 - 6 ),,25.0,,,,,,,,,,boys,,laxmath,18.0,,,,,,,,21.0,25.0,25.0,,23.0,24.0,72.0,0 . 0 %
,Mad Cow LC ( 2 - 8 ),,27.0,,,,,,,,,,boys,,laxmath,19.0,,,,,,,,28.0,22.0,31.0,,18.0,30.0,75.0,0 . 0 %
,Michigan Tech Club ( 4 - 3 ),,18.0,,,,,,,,,,boys,,laxmath,20.0,,,,,,,,22.0,31.0,17.0,,26.0,16.0,60.0,0 . 0 %
,Northern Illinois Club ( 0 - 7 ),,31.0,,,,,,,,,,boys,,laxmath,21.0,,,,,,,,29.0,8.0,28.0,,21.0,28.0,80.0,0 . 0 %
,Oakland Club ( 1 - 8 ),,30.0,,,,,,,,,,boys,,laxmath,22.0,,,,,,,,31.0,12.0,27.0,,25.0,29.0,84.0,0 . 0 %
,Saginaw Valley State Clu( 1 - 8 ),,26.0,,,,,,,,,,boys,,laxmath,23.0,,,,,,,,30.0,14.0,30.0,,16.0,31.0,73.0,0 . 0 %
,St Xavier Club ( 2 - 5 ),,29.0,,,,,,,,,,boys,,laxmath,24.0,,,,,,,,25.0,26.0,26.0,,29.0,26.0,84.0,0 . 0 %
,UW Milwaukee Club ( 3 - 6 ),,28.0,,,,,,,,,,boys,,laxmath,25.0,,,,,,,,27.0,27.0,29.0,,28.0,27.0,83.0,0 . 0 %
,UW Oshkosh Club ( 3 - 3 ),,20.0,,,,,,,,,,boys,,laxmath,26.0,,,,,,,,26.0,29.0,19.0,,24.0,18.0,62.0,0 . 0 %
,UW Platteville Club ( 4 - 6 ),,13.0,,,,,,,,,,boys,,laxmath,27.0,,,,,,,,24.0,16.0,24.0,,12.0,22.0,47.0,0 . 0 %
,UW River Falls Club ( 1 - 5 ),,24.0,,,,,,,,,,boys,,laxmath,28.0,,,,,,,,23.0,7.0,22.0,,13.0,21.0,58.0,0 . 0 %
,UW Whitewater Club ( 3 - 2 ),,23.0,,,,,,,,,,boys,,laxmath,29.0,,,,,,,,19.0,28.0,16.0,,31.0,13.0,67.0,0 . 0 %
,Winona State Club ( 5 - 6 ),,17.0,,,,,,,,,,boys,,laxmath,30.0,,,,,,,,18.0,19.0,20.0,,14.0,20.0,51.0,0 . 0 %
,Wisconsin Badger Club ( 1 - 3 ),,11.0,,,,,,,,,,boys,,laxmath,31.0,,,,,,,,20.0,10.0,14.0,,1.0,17.0,29.0,0 . 0 %
,West Chester Club ( 12 - 3 ),,2.0,,,,,,,,,,boys,D2,laxmath,1.0,,,,,,,,1.0,5.0,1.0,,10.0,1.0,13.0,27 . 50 %
,Louisville Club ( 10 - 4 ),,1.0,,,,,,,,,,boys,D2,laxmath,2.0,,,,,,,,4.0,22.0,9.0,,1.0,3.0,5.0,14 . 0 %
,High Point Club ( 13 - 2 ),,3.0,,,,,,,,,,boys,D2,laxmath,3.0,,,,,,,,2.0,9.0,2.0,,15.0,2.0,20.0,13 . 50 %
,Georgetown Club ( 7 - 4 ),,27.0,,,,,,,,,,boys,D2,laxmath,4.0,,,,,,,,5.0,20.0,16.0,,55.0,16.0,98.0,6 . 50 %
,Williamson ( 5 - 3 ),,10.0,,,,,,,,,,boys,D2,laxmath,5.0,,,,,,,,3.0,4.0,7.0,,6.0,10.0,26.0,6 . 0 %
,RIT Club ( 7 - 2 ),,12.0,,,,,,,,,,boys,D2,laxmath,6.0,,,,,,,,10.0,37.0,24.0,,20.0,9.0,41.0,3 . 50 %
,Bucknell Club ( 2 - 0 ),,16.0,,,,,,,,,,boys,D2,laxmath,7.0,,,,,,,,13.0,44.0,12.0,,47.0,13.0,76.0,3 . 0 %
,Drexel Club ( 3 - 6 ),,14.0,,,,,,,,,,boys,D2,laxmath,8.0,,,,,,,,6.0,6.0,13.0,,12.0,24.0,50.0,3 . 0 %
,Massachusetts B Club ( 8 - 2 ),,7.0,,,,,,,,,,boys,D2,laxmath,9.0,,,,,,,,12.0,14.0,3.0,,9.0,4.0,20.0,2 . 50 %
,Tufts Club ( 4 - 3 ),,15.0,,,,,,,,,,boys,D2,laxmath,10.0,,,,,,,,15.0,21.0,32.0,,19.0,22.0,56.0,2 . 50 %
,Binghamton Club ( 8 - 3 ),,4.0,,,,,,,,,,boys,D2,laxmath,11.0,,,,,,,,17.0,32.0,5.0,,4.0,7.0,15.0,2 . 0 %
,Brown Club ( 5 - 5 ),,9.0,,,,,,,,,,boys,D2,laxmath,12.0,,,,,,,,9.0,13.0,8.0,,11.0,8.0,28.0,2 . 0 %
,Electric City LC ( 6 - 3 ),,6.0,,,,,,,,,,boys,D2,laxmath,13.0,,,,,,,,7.0,28.0,4.0,,28.0,5.0,39.0,2 . 0 %
,Bryant Club ( 6 - 2 ),,5.0,,,,,,,,,,boys,D2,laxmath,14.0,,,,,,,,14.0,11.0,6.0,,5.0,6.0,16.0,1 . 50 %
,Marist Club ( 4 - 7 ),,29.0,,,,,,,,,,boys,D2,laxmath,15.0,,,,,,,,8.0,42.0,28.0,,27.0,28.0,84.0,1 . 50 %
,Rowan Club ( 2 - 4 ),,30.0,,,,,,,,,,boys,D2,laxmath,16.0,,,,,,,,20.0,7.0,31.0,,14.0,37.0,81.0,1 . 50 %
,TCNJ Club ( 6 - 2 ),,13.0,,,,,,,,,,boys,D2,laxmath,17.0,,,,,,,,11.0,17.0,10.0,,24.0,12.0,49.0,1 . 50 %
,Babson Club ( 5 - 3 ),,26.0,,,,,,,,,,boys,D2,laxmath,18.0,,,,,,,,22.0,24.0,33.0,,13.0,26.0,65.0,0 . 0 %
,Clarkson Club ( 4 - 1 ),,19.0,,,,,,,,,,boys,D2,laxmath,19.0,,,,,,,,16.0,57.0,11.0,,51.0,11.0,81.0,0 . 0 %
,George Mason Club ( 5 - 6 ),,28.0,,,,,,,,,,boys,D2,laxmath,20.0,,,,,,,,21.0,15.0,42.0,,31.0,55.0,114.0,0 . 0 %
,Massachusetts-Lowell Clu( 4 - 3 ),,25.0,,,,,,,,,,boys,D2,laxmath,21.0,,,,,,,,24.0,23.0,36.0,,17.0,29.0,71.0,0 . 0 %
,Virginia Commonwealth Cl( 5 - 3 ),,35.0,,,,,,,,,,boys,D2,laxmath,22.0,,,,,,,,28.0,34.0,41.0,,49.0,36.0,120.0,0 . 0 %
,Duquesne Club ( 7 - 1 ),,23.0,,,,,,,,,,boys,D2,laxmath,23.0,,,,,,,,27.0,60.0,15.0,,45.0,15.0,83.0,0 . 0 %
,RPI Club ( 0 - 2 ),,64.0,,,,,,,,,,boys,D2,laxmath,24.0,,,,,,,,35.0,40.0,19.0,,64.0,20.0,148.0,0 . 0 %
,Akron Club ( 4 - 7 ),,40.0,,,,,,,,,,boys,D2,laxmath,25.0,,,,,,,,59.0,52.0,63.0,,52.0,58.0,150.0,0 . 0 %
,Bloomsburg Club ( 0 - 6 ),,51.0,,,,,,,,,,boys,D2,laxmath,26.0,,,,,,,,48.0,30.0,66.0,,23.0,65.0,139.0,0 . 0 %
,Bowling Green Club ( 3 - 3 ),,43.0,,,,,,,,,,boys,D2,laxmath,27.0,,,,,,,,63.0,47.0,50.0,,54.0,44.0,141.0,0 . 0 %
,Carnegie Mellon Club ( 0 - 4 ),,48.0,,,,,,,,,,boys,D2,laxmath,28.0,,,,,,,,61.0,45.0,60.0,,21.0,59.0,128.0,0 . 0 %
,Catholic Club ( 0 - 2 ),,57.0,,,,,,,,,,boys,D2,laxmath,29.0,,,,,,,,44.0,18.0,34.0,,39.0,48.0,144.0,0 . 0 %
,CCNY Club ( 1 - 7 ),,56.0,,,,,,,,,,boys,D2,laxmath,30.0,,,,,,,,64.0,49.0,51.0,,48.0,52.0,156.0,0 . 0 %
,Christopher Newport Club( 1 - 2 ),,53.0,,,,,,,,,,boys,D2,laxmath,31.0,,,,,,,,60.0,19.0,47.0,,22.0,45.0,120.0,0 . 0 %
,Dickinson Club ( 0 - 0 ),,0.0,,,,,,,,,,boys,D2,laxmath,32.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Gannon Club ( 0 - 1 ),,59.0,,,,,,,,,,boys,D2,laxmath,33.0,,,,,,,,66.0,61.0,30.0,,46.0,33.0,138.0,0 . 0 %
,George Washington Club ( 2 - 5 ),,47.0,,,,,,,,,,boys,D2,laxmath,34.0,,,,,,,,46.0,25.0,58.0,,38.0,64.0,149.0,0 . 0 %
,Ithaca Club ( 0 - 0 ),,0.0,,,,,,,,,,boys,D2,laxmath,35.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,IUP Club ( 1 - 2 ),,39.0,,,,,,,,,,boys,D2,laxmath,36.0,,,,,,,,55.0,56.0,48.0,,30.0,46.0,115.0,0 . 0 %
,Johns Hopkins Club ( 0 - 0 ),,0.0,,,,,,,,,,boys,D2,laxmath,37.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Kent State Club ( 8 - 5 ),,17.0,,,,,,,,,,boys,D2,laxmath,38.0,,,,,,,,43.0,48.0,35.0,,33.0,27.0,77.0,0 . 0 %
,Kentucky Club ( 4 - 4 ),,8.0,,,,,,,,,,boys,D2,laxmath,39.0,,,,,,,,29.0,10.0,22.0,,63.0,19.0,90.0,0 . 0 %
,Kutztown Club ( 5 - 4 ),,20.0,,,,,,,,,,boys,D2,laxmath,40.0,,,,,,,,18.0,26.0,25.0,,40.0,31.0,91.0,0 . 0 %
,Le Moyne Club ( 1 - 5 ),,38.0,,,,,,,,,,boys,D2,laxmath,41.0,,,,,,,,51.0,41.0,57.0,,25.0,53.0,116.0,0 . 0 %
,Millersville Club ( 5 - 2 ),,42.0,,,,,,,,,,boys,D2,laxmath,42.0,,,,,,,,42.0,46.0,37.0,,58.0,34.0,134.0,0 . 0 %
,New Haven Club ( 1 - 2 ),,50.0,,,,,,,,,,boys,D2,laxmath,43.0,,,,,,,,50.0,51.0,29.0,,53.0,32.0,135.0,0 . 0 %
,Niagara Club ( 5 - 7 ),,34.0,,,,,,,,,,boys,D2,laxmath,44.0,,,,,,,,31.0,31.0,56.0,,29.0,51.0,114.0,0 . 0 %
,NYU Club ( 4 - 4 ),,58.0,,,,,,,,,,boys,D2,laxmath,45.0,,,,,,,,45.0,59.0,43.0,,57.0,39.0,154.0,0 . 0 %
,Oswego Club ( 1 - 4 ),,46.0,,,,,,,,,,boys,D2,laxmath,46.0,,,,,,,,62.0,50.0,44.0,,59.0,40.0,145.0,0 . 0 %
,PSU Berks Club ( 1 - 5 ),,54.0,,,,,,,,,,boys,D2,laxmath,47.0,,,,,,,,54.0,35.0,61.0,,41.0,60.0,155.0,0 . 0 %
,Quinnipiac Club ( 2 - 10 ),,32.0,,,,,,,,,,boys,D2,laxmath,48.0,,,,,,,,40.0,29.0,64.0,,7.0,61.0,100.0,0 . 0 %
,Radford Club ( 2 - 3 ),,21.0,,,,,,,,,,boys,D2,laxmath,49.0,,,,,,,,30.0,3.0,38.0,,18.0,49.0,88.0,0 . 0 %
,Richmond Club ( 1 - 2 ),,41.0,,,,,,,,,,boys,D2,laxmath,50.0,,,,,,,,47.0,36.0,45.0,,37.0,41.0,119.0,0 . 0 %
,Robert Morris Club ( 2 - 2 ),,33.0,,,,,,,,,,boys,D2,laxmath,51.0,,,,,,,,57.0,55.0,46.0,,35.0,42.0,110.0,0 . 0 %
,Rochester Club ( 4 - 6 ),,37.0,,,,,,,,,,boys,D2,laxmath,52.0,,,,,,,,26.0,43.0,39.0,,42.0,43.0,122.0,0 . 0 %
,Rutgers-Camden Club ( 1 - 7 ),,52.0,,,,,,,,,,boys,D2,laxmath,53.0,,,,,,,,53.0,27.0,65.0,,34.0,66.0,152.0,0 . 0 %
,Shippensburg Club ( 4 - 3 ),,24.0,,,,,,,,,,boys,D2,laxmath,54.0,,,,,,,,39.0,33.0,40.0,,26.0,38.0,88.0,0 . 0 %
,Slippery Rock Club ( 4 - 4 ),,36.0,,,,,,,,,,boys,D2,laxmath,55.0,,,,,,,,49.0,54.0,52.0,,43.0,47.0,126.0,0 . 0 %
,St Anselm Club ( 0 - 6 ),,45.0,,,,,,,,,,boys,D2,laxmath,56.0,,,,,,,,52.0,8.0,59.0,,16.0,56.0,117.0,0 . 0 %
,St Bonaventure Club ( 1 - 5 ),,49.0,,,,,,,,,,boys,D2,laxmath,57.0,,,,,,,,56.0,39.0,62.0,,32.0,62.0,143.0,0 . 0 %
,St Josephs (PA) Club ( 3 - 8 ),,31.0,,,,,,,,,,boys,D2,laxmath,58.0,,,,,,,,23.0,12.0,26.0,,8.0,35.0,74.0,0 . 0 %
,Stevens Club ( 1 - 5 ),,44.0,,,,,,,,,,boys,D2,laxmath,59.0,,,,,,,,41.0,38.0,53.0,,44.0,50.0,138.0,0 . 0 %
,Stony Brook Club ( 5 - 5 ),,55.0,,,,,,,,,,boys,D2,laxmath,60.0,,,,,,,,58.0,53.0,54.0,,56.0,57.0,168.0,0 . 0 %
,Toledo Club ( 0 - 3 ),,60.0,,,,,,,,,,boys,D2,laxmath,61.0,,,,,,,,65.0,58.0,55.0,,50.0,54.0,164.0,0 . 0 %
,Trinity Club ( 0 - 0 ),,0.0,,,,,,,,,,boys,D2,laxmath,62.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,UMBC Club ( 1 - 12 ),,22.0,,,,,,,,,,boys,D2,laxmath,63.0,,,,,,,,25.0,2.0,49.0,,2.0,63.0,87.0,0 . 0 %
,VMI Club ( 0 - 1 ),,11.0,,,,,,,,,,boys,D2,laxmath,64.0,,,,,,,,37.0,1.0,23.0,,3.0,25.0,39.0,0 . 0 %
,William & Mary Club ( 5 - 4 ),,18.0,,,,,,,,,,boys,D2,laxmath,65.0,,,,,,,,19.0,16.0,27.0,,36.0,30.0,84.0,0 . 0 %
,York Club ( 0 - 0 ),,0.0,,,,,,,,,,boys,D2,laxmath,66.0,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0 . 0 %
,Middlebury ( 13 - 0 ),,1.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,1.0,1.0,7.0,1.0,24 . 0 %,4.0,1.0,6.0,
,Tufts ( 11 - 2 ),,2.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,2.0,2.0,6.0,3.0,22 . 50 %,10.0,4.0,16.0,
,Franklin & Marshall ( 13 - 2 ),,9.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,3.0,7.0,14.0,5.0,5 . 50 %,11.0,3.0,23.0,
,Gettysburg ( 11 - 2 ),,6.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,4.0,4.0,12.0,10.0,5 . 50 %,14.0,6.0,26.0,
,Salisbury ( 10 - 3 ),,3.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,5.0,5.0,4.0,6.0,5 . 50 %,1.0,9.0,13.0,
,Wesleyan ( 10 - 2 ),,4.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,6.0,3.0,2.0,2.0,5 . 0 %,8.0,2.0,14.0,
,Colby ( 9 - 4 ),,17.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,7.0,9.0,8.0,17.0,4 . 0 %,20.0,19.0,56.0,
,William Smith ( 12 - 2 ),,15.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,8.0,11.0,23.0,9.0,3 . 50 %,23.0,11.0,49.0,
,MIT ( 12 - 2 ),,25.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,9.0,8.0,48.0,8.0,3 . 0 %,33.0,7.0,65.0,
,Washington & Lee ( 12 - 3 ),,5.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,10.0,6.0,30.0,4.0,2 . 50 %,2.0,5.0,12.0,
,Haverford ( 9 - 4 ),,24.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,11.0,27.0,24.0,60.0,2 . 0 %,18.0,53.0,95.0,
,Bowdoin ( 8 - 5 ),,28.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,12.0,16.0,9.0,42.0,1 . 50 %,29.0,76.0,133.0,
,Stevens ( 10 - 1 ),,33.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,13.0,20.0,37.0,14.0,1 . 50 %,113.0,18.0,164.0,
,Williams ( 7 - 5 ),,34.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,14.0,14.0,10.0,72.0,1 . 50 %,32.0,81.0,147.0,
,Christopher Newport ( 11 - 4 ),,14.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,15.0,18.0,15.0,51.0,0 . 0 %,28.0,23.0,65.0,
,Roanoke ( 11 - 3 ),,22.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,16.0,19.0,33.0,20.0,0 . 0 %,31.0,12.0,65.0,
,Scranton ( 11 - 2 ),,21.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,17.0,28.0,38.0,22.0,0 . 0 %,50.0,29.0,100.0,
,Swarthmore ( 9 - 4 ),,81.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,18.0,61.0,80.0,70.0,0 . 0 %,60.0,62.0,203.0,
,TCNJ ( 8 - 4 ),,10.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,19.0,17.0,25.0,21.0,0 . 0 %,5.0,22.0,37.0,
,Trinity ( 6 - 6 ),,36.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,20.0,15.0,5.0,83.0,0 . 0 %,12.0,93.0,141.0,
,Amherst ( 8 - 5 ),,16.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,21.0,13.0,3.0,19.0,0 . 0 %,7.0,44.0,67.0,
,Babson ( 11 - 2 ),,13.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,22.0,10.0,43.0,7.0,0 . 0 %,24.0,13.0,50.0,
,Catholic ( 7 - 6 ),,30.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,23.0,32.0,16.0,63.0,0 . 0 %,6.0,56.0,92.0,
,Colorado College ( 10 - 3 ),,11.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,24.0,24.0,51.0,59.0,0 . 0 %,13.0,51.0,75.0,
,Connecticut College ( 7 - 6 ),,32.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,25.0,30.0,11.0,66.0,0 . 0 %,21.0,88.0,141.0,
,Denison ( 9 - 4 ),,8.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,26.0,25.0,27.0,46.0,0 . 0 %,3.0,25.0,36.0,
,Dickinson ( 9 - 4 ),,19.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,27.0,47.0,32.0,80.0,0 . 0 %,15.0,58.0,92.0,
,Hamilton ( 5 - 6 ),,37.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,28.0,21.0,1.0,54.0,0 . 0 %,17.0,79.0,133.0,
,Muhlenberg ( 9 - 3 ),,31.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,29.0,42.0,40.0,55.0,0 . 0 %,71.0,48.0,150.0,
,Springfield ( 12 - 2 ),,35.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,30.0,23.0,59.0,18.0,0 . 0 %,83.0,21.0,139.0,
,Stevenson ( 9 - 4 ),,43.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,31.0,37.0,44.0,56.0,0 . 0 %,44.0,61.0,148.0,
,Union ( 6 - 4 ),,67.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,32.0,31.0,34.0,77.0,0 . 0 %,115.0,96.0,278.0,
,Washington College ( 8 - 6 ),,46.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,33.0,33.0,21.0,93.0,0 . 0 %,26.0,100.0,172.0,
,Adrian ( 5 - 5 ),,208.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,34.0,215.0,217.0,127.0,0 . 0 %,268.0,125.0,601.0,
,Albertus Magnus ( 1 - 12 ),,275.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,35.0,290.0,276.0,291.0,0 . 0 %,227.0,289.0,791.0,
,Albion ( 4 - 7 ),,176.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,36.0,188.0,158.0,186.0,0 . 0 %,74.0,187.0,437.0,
,Albright ( 1 - 12 ),,223.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,37.0,169.0,57.0,287.0,0 . 0 %,114.0,290.0,627.0,
,Alfred ( 5 - 7 ),,224.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,38.0,195.0,204.0,164.0,0 . 0 %,237.0,164.0,625.0,
,Alfred State ( 0 - 0 ),,0.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,39.0,0.0,0.0,0.0,0 . 0 %,0.0,0.0,0.0,
,Allegheny ( 5 - 6 ),,160.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,40.0,129.0,143.0,165.0,0 . 0 %,173.0,165.0,498.0,
,Alma ( 4 - 7 ),,210.0,,,,,,,,,,girls,D3,laxmath,,,,,,,,41.0,205.0,172.0,187.0,0 . 0 %,201.0,188.0,599.0,
