rank,club,rating,link,gender,class,season,web_source
183,ADK 2025,81.13,,girls,2025,2022,insidelacrosse
184,REV 2025 Blue,80.89,,girls,2025,2022,insidelacrosse
185,Belles 2025,80.86,,girls,2025,2022,insidelacrosse
186,VA Metro 2025,80.8,,girls,2025,2022,insidelacrosse
187,TNLAX 2025,80.71,,girls,2025,2022,insidelacrosse
188,Lax Maniax 2025 White,80.59,,girls,2025,2022,insidelacrosse
189,DEWLAX 2025 BO,80.53,,girls,2025,2022,insidelacrosse
190,Rebels 2025 Black,80.53,,girls,2025,2022,insidelacrosse
191,Coppermine 2025 Blue,80.23,,girls,2025,2022,insidelacrosse
192,True PA Valley 2025 Black,80.19,,girls,2025,2022,insidelacrosse
193,Lotus 2025,79.6,,girls,2025,2022,insidelacrosse
194,Circle City 2025 Titanium,79.44,,girls,2025,2022,insidelacrosse
195,HOCO 2025 Pink,79.4,,girls,2025,2022,insidelacrosse
196,Xtreme Lax Factory Elite 2025,79.14,,girls,2025,2022,insidelacrosse
197,True CA Attack 2025,78.99,,girls,2025,2022,insidelacrosse
198,Mid Penn Blaze 25-26,78.6,,girls,2025,2022,insidelacrosse
199,Pride 2025 Cavalier,78.51,,girls,2025,2022,insidelacrosse
200,Empress 2025,78.47,,girls,2025,2022,insidelacrosse
201,Lady Ballers 2025,78.35,,girls,2025,2022,insidelacrosse
202,No Excuse 2025,78.34,,girls,2025,2022,insidelacrosse
203,Resolute 2025 Black,78.14,,girls,2025,2022,insidelacrosse
204,Dynamite 2025 Black,78.11,,girls,2025,2022,insidelacrosse
205,Fundamentals LC 2025,77.72,,girls,2025,2022,insidelacrosse
206,3D Virginia 2025,77.52,,girls,2025,2022,insidelacrosse
207,CLC 2025 Bold,77.33,,girls,2025,2022,insidelacrosse
208,Jersey Thunder Bolt 2025,77.15,,girls,2025,2022,insidelacrosse
209,PA Express 2025,76.69,,girls,2025,2022,insidelacrosse
210,LI Jesters 2025 Pink,76.51,,girls,2025,2022,insidelacrosse
--,315 Elite 2027 Green,--,,girls,2027,2024,insidelacrosse
--,315 Elite 2027 White,--,,girls,2027,2024,insidelacrosse
--,3d Colorado 2027 AA,--,,girls,2027,2024,insidelacrosse
--,Common Goal 2027,--,,girls,2027,2024,insidelacrosse
--,3D Garden State 2027,--,,girls,2027,2024,insidelacrosse
--,3d Maryland 2027 Black,--,,girls,2027,2024,insidelacrosse
--,3d Maryland 2027 Gold,--,,girls,2027,2024,insidelacrosse
--,3d New England 2027,--,,girls,2027,2024,insidelacrosse
--,3d VA Metro 2027-28 Silver,--,,girls,2027,2024,insidelacrosse
--,3D VA Metro 27 Navy,--,,girls,2027,2024,insidelacrosse
--,3D VA Metro 27 Orange,--,,girls,2027,2024,insidelacrosse
--,3 POINT 2027,--,,girls,2027,2024,insidelacrosse
--,Aces Elite 2027,--,,girls,2027,2024,insidelacrosse
--,AFA 2027,--,,girls,2027,2024,insidelacrosse
--,All Lax Select 2027,--,,girls,2027,2024,insidelacrosse
--,Aim 2027,--,,girls,2027,2024,insidelacrosse
--,All American Aim 2027 Stars & Stripes,--,,girls,2027,2024,insidelacrosse
--,Ambition Elite 2027,--,,girls,2027,2024,insidelacrosse
--,ATL Storm 2027 Orange,--,,girls,2027,2024,insidelacrosse
--,Atlanta Storm 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Atlantic County Wave 2027,--,,girls,2027,2024,insidelacrosse
--,Bay State Bullets 2027 Silver,--,,girls,2027,2024,insidelacrosse
--,BBL 2027 Select,--,,girls,2027,2024,insidelacrosse
--,BBL Elite 2027 Black,--,,girls,2027,2024,insidelacrosse
--,BBL 2027 North,--,,girls,2027,2024,insidelacrosse
--,Belles 2027 Elite Green,--,,girls,2027,2024,insidelacrosse
--,Belles 2027 Select Black,--,,girls,2027,2024,insidelacrosse
--,Big 4 HHH 2027,--,,girls,2027,2024,insidelacrosse
--,BLC 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Capital 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Capital 2027 Orange,--,,girls,2027,2024,insidelacrosse
--,Cav Lax Elite 2027,--,,girls,2027,2024,insidelacrosse
--,CCLax 2027 Black,--,,girls,2027,2024,insidelacrosse
--,CCLax 2027 Red,--,,girls,2027,2024,insidelacrosse
--,CLC 2027 Bold,--,,girls,2027,2024,insidelacrosse
--,CLC 2027 Elite,--,,girls,2027,2024,insidelacrosse
--,CLC 2027 Rise,--,,girls,2027,2024,insidelacrosse
--,Charlotte Style 2027,--,,girls,2027,2024,insidelacrosse
--,Chatham 2027,--,,girls,2027,2024,insidelacrosse
--,Check-Hers Elite 2027,--,,girls,2027,2024,insidelacrosse
--,Coastal Lacrosse Academy 2027,--,,girls,2027,2024,insidelacrosse
--,Coppermine 2027 Black,--,,girls,2027,2024,insidelacrosse
--,Coppermine 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Coppermine 2027 North,--,,girls,2027,2024,insidelacrosse
--,CT Grizzlies 2027 Navy,--,,girls,2027,2024,insidelacrosse
--,Dark Horse 2027-28,--,,girls,2027,2024,insidelacrosse
--,Delco LC 2027,--,,girls,2027,2024,insidelacrosse
--,DEWLAX 2027 Black,--,,girls,2027,2024,insidelacrosse
--,Dynamite 2027,--,,girls,2027,2024,insidelacrosse
--,Dynasty Elite 2027 Foxtrot,--,,girls,2027,2024,insidelacrosse
--,Eagle Stix 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Eagle Stix 2027 Grey,--,,girls,2027,2024,insidelacrosse
--,ESLC Pirates 2027,--,,girls,2027,2024,insidelacrosse
--,Empress 2027,--,,girls,2027,2024,insidelacrosse
--,Evolve 2027,--,,girls,2027,2024,insidelacrosse
--,FCA 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,FCA Upstate 2027,--,,girls,2027,2024,insidelacrosse
--,Florida Select 2027,--,,girls,2027,2024,insidelacrosse
--,Frenzy LC National 2026-27,--,,girls,2027,2024,insidelacrosse
--,Fusion Canada West 2027,--,,girls,2027,2024,insidelacrosse
--,GSE 2027,--,,girls,2027,2024,insidelacrosse
--,Gold Coast 2027,--,,girls,2027,2024,insidelacrosse
--,Gold Coast 2027 Black,--,,girls,2027,2024,insidelacrosse
--,Gold Coast 2027 White,--,,girls,2027,2024,insidelacrosse
--,Granite State Elite 2027,--,,girls,2027,2024,insidelacrosse
--,GRIT Austin 2027,--,,girls,2027,2024,insidelacrosse
--,GRIT Dallas 2027,--,,girls,2027,2024,insidelacrosse
--,Headstrong PA 2027,--,,girls,2027,2024,insidelacrosse
--,Hero's 2027 Green,--,,girls,2027,2024,insidelacrosse
--,Hero's 2027 White,--,,girls,2027,2024,insidelacrosse
--,HoCo 2027 Black,--,,girls,2027,2024,insidelacrosse
--,Hurricanes 2027/2028 Green,--,,girls,2027,2024,insidelacrosse
--,Impact 2027 Black,--,,girls,2027,2024,insidelacrosse
--,Impact 2027 Gold,--,,girls,2027,2024,insidelacrosse
--,Integrity 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Integrity 2027 Green,--,,girls,2027,2024,insidelacrosse
--,Jersey Shore Select 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Jets Black 2027,--,,girls,2027,2024,insidelacrosse
--,KCLC 2027,--,,girls,2027,2024,insidelacrosse
--,Lady Ballers 2027,--,,girls,2027,2024,insidelacrosse
--,Lakeshore 2027,--,,girls,2027,2024,insidelacrosse
--,Lakeshore Lacrosse National Premier 2027,--,,girls,2027,2024,insidelacrosse
--,Lanco Elite 2027-28,--,,girls,2027,2024,insidelacrosse
--,Lax Maniax 2027,--,,girls,2027,2024,insidelacrosse
--,Lax On Elite 2027,--,,girls,2027,2024,insidelacrosse
--,Laxachusetts 2027 Black,--,,girls,2027,2024,insidelacrosse
--,Laxachusetts 2027 Yellow,--,,girls,2027,2024,insidelacrosse
--,Legends MD 2027,--,,girls,2027,2024,insidelacrosse
--,LI Empire 2027 Green,--,,girls,2027,2024,insidelacrosse
--,Jesters 2027 Black,--,,girls,2027,2024,insidelacrosse
--,LI Jesters 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,LI Jesters 2027 Pink,--,,girls,2027,2024,insidelacrosse
--,LI Legacy 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,LI Legacy 2027 White,--,,girls,2027,2024,insidelacrosse
--,LI Liberty 2027 Black,--,,girls,2027,2024,insidelacrosse
--,LI Liberty Lax 2027 Red,--,,girls,2027,2024,insidelacrosse
--,LI Top Guns 2027 Black,--,,girls,2027,2024,insidelacrosse
--,LI Top Guns 2027 Purple,--,,girls,2027,2024,insidelacrosse
--,Limelight 2027,--,,girls,2027,2024,insidelacrosse
--,Limitless 2027,--,,girls,2027,2024,insidelacrosse
--,Lotus 2027,--,,girls,2027,2024,insidelacrosse
--,Lucky Lax 2027,--,,girls,2027,2024,insidelacrosse
--,M&D 2027 Black,--,,girls,2027,2024,insidelacrosse
--,M&D 2027 Red,--,,girls,2027,2024,insidelacrosse
--,M&D Orlando 2027 Black,--,,girls,2027,2024,insidelacrosse
--,M&D Shore 2027 Black,--,,girls,2027,2024,insidelacrosse
--,Mad Dog Shore 2027/2028,--,,girls,2027,2024,insidelacrosse
--,Mad Dog West Elite 2027,--,,girls,2027,2024,insidelacrosse
--,Mass Elite 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Mass Elite 2027 Red,--,,girls,2027,2024,insidelacrosse
--,Mass Elite 2027 White,--,,girls,2027,2024,insidelacrosse
--,Maxim 2027 Navy,--,,girls,2027,2024,insidelacrosse
--,MC Elite 2027 Carolina,--,,girls,2027,2024,insidelacrosse
--,MC Elite 2027 Midnight,--,,girls,2027,2024,insidelacrosse
--,MD United 2027,--,,girls,2027,2024,insidelacrosse
--,Metro Blue 2027,--,,girls,2027,2024,insidelacrosse
--,Monster 2027 Purple,--,,girls,2027,2024,insidelacrosse
--,Monster 2027 White,--,,girls,2027,2024,insidelacrosse
--,NEMS 2027,--,,girls,2027,2024,insidelacrosse
--,NEPA 2027,--,,girls,2027,2024,insidelacrosse
--,Next level 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Next level 2027 Red,--,,girls,2027,2024,insidelacrosse
--,No Excuse 2027,--,,girls,2027,2024,insidelacrosse
--,NXT 2027 Black,--,,girls,2027,2024,insidelacrosse
--,NXT 2027 Volt,--,,girls,2027,2024,insidelacrosse
--,Ohio Premier Select 2027,--,,girls,2027,2024,insidelacrosse
--,Orange Crush 2027,--,,girls,2027,2024,insidelacrosse
--,Oregon Pride 2027,--,,girls,2027,2024,insidelacrosse
--,Phantastix 2027 Purple,--,,girls,2027,2024,insidelacrosse
--,Phantastix 2027 West,--,,girls,2027,2024,insidelacrosse
--,Phantastix 2027 White,--,,girls,2027,2024,insidelacrosse
--,Phantom 2026-27 Black,--,,girls,2027,2024,insidelacrosse
--,Philly Blast 2027 Confidence,--,,girls,2027,2024,insidelacrosse
--,Philly Blast 2027 Courage,--,,girls,2027,2024,insidelacrosse
--,PPLC 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,PPLC 2027 Green,--,,girls,2027,2024,insidelacrosse
--,Predators 2027,--,,girls,2027,2024,insidelacrosse
--,Pride 2027 BLACK,--,,girls,2027,2024,insidelacrosse
--,Pride 2027 Black Nova,--,,girls,2027,2024,insidelacrosse
--,Pride 2027 White,--,,girls,2027,2024,insidelacrosse
--,Pride 2027 White Nova,--,,girls,2027,2024,insidelacrosse
--,Primetime 2027,--,,girls,2027,2024,insidelacrosse
--,Pure Advantage Premier 2027,--,,girls,2027,2024,insidelacrosse
--,Pure Advantage Rising Stars 2027,--,,girls,2027,2024,insidelacrosse
--,Rebels 2027,--,,girls,2027,2024,insidelacrosse
--,Reign 2026-27 Rise,--,,girls,2027,2024,insidelacrosse
--,Reign 2027,--,,girls,2027,2024,insidelacrosse
--,Renegades 27,--,,girls,2027,2024,insidelacrosse
--,REV 2027 Black,--,,girls,2027,2024,insidelacrosse
--,Salt City Snipers 2027 Green,--,,girls,2027,2024,insidelacrosse
--,Salt City Snipers 2027 Pink,--,,girls,2027,2024,insidelacrosse
--,Saltwater 2027,--,,girls,2027,2024,insidelacrosse
--,Silver Maple 2027,--,,girls,2027,2024,insidelacrosse
--,SJ Shamrocks 2027 Orange,--,,girls,2027,2024,insidelacrosse
--,Sky Walkers 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Sky Walkers 2027 White,--,,girls,2027,2024,insidelacrosse
--,Snipers Elite 2027,--,,girls,2027,2024,insidelacrosse
--,Sound Lacrosse 2027 Green,--,,girls,2027,2024,insidelacrosse
--,South Coast 2027,--,,girls,2027,2024,insidelacrosse
--,South Jersey Select 2027 Black,--,,girls,2027,2024,insidelacrosse
--,South Jersey Select 2027 Pink,--,,girls,2027,2024,insidelacrosse
--,Southern Maryland Jets Black 2027,--,,girls,2027,2024,insidelacrosse
--,Southern Zone 2027 Red,--,,girls,2027,2024,insidelacrosse
--,Southern Zone 2027 White,--,,girls,2027,2024,insidelacrosse
--,Stars 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Stars 2027 Light Blue,--,,girls,2027,2024,insidelacrosse
--,Stars 2027 Navy,--,,girls,2027,2024,insidelacrosse
--,STEPS California 2027,--,,girls,2027,2024,insidelacrosse
--,STEPS Elite NJ 2027 Carolina,--,,girls,2027,2024,insidelacrosse
--,STEPS Elite NJ 2027 Navy,--,,girls,2027,2024,insidelacrosse
--,Storm Select 2027,--,,girls,2027,2024,insidelacrosse
--,Stu Funk 2027/2028,--,,girls,2027,2024,insidelacrosse
--,STUFUNK 2027,--,,girls,2027,2024,insidelacrosse
--,Team 11 2027,--,,girls,2027,2024,insidelacrosse
--,Team 180 2027,--,,girls,2027,2024,insidelacrosse
--,Team 91 Long Island 2027 Anarchy,--,,girls,2027,2024,insidelacrosse
--,Team ONE North 2027 Select,--,,girls,2027,2024,insidelacrosse
--,Team ONE West 2027,--,,girls,2027,2024,insidelacrosse
--,Team ONE Wildcat 2027,--,,girls,2027,2024,insidelacrosse
--,Texas Nationals 2027,--,,girls,2027,2024,insidelacrosse
--,TLC 2027 Red,--,,girls,2027,2024,insidelacrosse
--,Tradition 2027,--,,girls,2027,2024,insidelacrosse
--,Triple Threat Elite 2027,--,,girls,2027,2024,insidelacrosse
--,Triple Threat Elite 2027 Iron,--,,girls,2027,2024,insidelacrosse
--,Triumph 2027,--,,girls,2027,2024,insidelacrosse
--,Triumph 2027/2028,--,,girls,2027,2024,insidelacrosse
--,True Coast 2027,--,,girls,2027,2024,insidelacrosse
--,True CO 2027,--,,girls,2027,2024,insidelacrosse
--,True Kalamazoo JV 2027,--,,girls,2027,2024,insidelacrosse
--,True National 2027,--,,girls,2027,2024,insidelacrosse
--,True Pittsburgh 2027,--,,girls,2027,2024,insidelacrosse
--,UPROAR 2027/2028,--,,girls,2027,2024,insidelacrosse
--,Uproar Elite 2027,--,,girls,2027,2024,insidelacrosse
--,Ultimate 2027 CAR,--,,girls,2027,2024,insidelacrosse
--,Ultimate CC 2027,--,,girls,2027,2024,insidelacrosse
--,Ultimate Lacrosse NJ 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Ultimate LV 2027,--,,girls,2027,2024,insidelacrosse
--,Ultimate PA 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Ultimate PA 2027 White,--,,girls,2027,2024,insidelacrosse
--,Ultimate Lacrosse CLT 2027 Blue,--,,girls,2027,2024,insidelacrosse
--,Urban Elite 2027,--,,girls,2027,2024,insidelacrosse
--,Venom 2027,--,,girls,2027,2024,insidelacrosse
--,Venom 2027-28,--,,girls,2027,2024,insidelacrosse
--,Xtreme 2027,--,,girls,2027,2024,insidelacrosse
--,Yellow Jackets 2027 Gaghan,--,,girls,2027,2024,insidelacrosse
--,Yellow Jackets 2027 Piscitelli,--,,girls,2027,2024,insidelacrosse
--,Yellow Jackets 2027 Stadler,--,,girls,2027,2024,insidelacrosse
--,Yellow Jackets Dutchess 2027 Kuczma,--,,girls,2027,2024,insidelacrosse
--,Yellow Jackets North 2027 Porter,--,,girls,2027,2024,insidelacrosse
--,Yellow Jackets South 2027,--,,girls,2027,2024,insidelacrosse
--,Ethix 2026,--,,girls,2026,2021,insidelacrosse
--,Juiced Cherries - 2024,--,,boys,2024,2019,insidelacrosse
1,3D New England 2024 Red,97.2,,boys,2024,2022,insidelacrosse
2,True Illinois 2024 Premier AA,97.19,,boys,2024,2022,insidelacrosse
3,Eclipse 2024 Black,96.62,,boys,2024,2022,insidelacrosse
4,Baltimore Crabs 2024,96.61,,boys,2024,2022,insidelacrosse
5,Denver Elite 2024 Silver,96.46,,boys,2024,2022,insidelacrosse
6,LI Legacy 2024 Taz,96.3,,boys,2024,2022,insidelacrosse
7,Team 91 Long Island 2024 Wolfpack,96.26,,boys,2024,2022,insidelacrosse
8,Carolina Miners 2024,96.12,,boys,2024,2022,insidelacrosse
9,Annapolis Hawks 2024 Green,96.07,,boys,2024,2022,insidelacrosse
10,LI Express 2024 Schwalje,95.35,,boys,2024,2022,insidelacrosse
11,Next Level 2024 Blue,95.35,,boys,2024,2022,insidelacrosse
12,True National 2024 Black,95.15,,boys,2024,2022,insidelacrosse
13,Brotherly Love 2024 Mueller-Hercules,95.07,,boys,2024,2022,insidelacrosse
14,Team 91 South 2024,94.86,,boys,2024,2022,insidelacrosse
15,Thunder National 2024,94.84,,boys,2024,2022,insidelacrosse
16,Tri-State 2024,94.81,,boys,2024,2022,insidelacrosse
17,Mad Dog West Elite 2024 Black,94.8,,boys,2024,2022,insidelacrosse
18,Project Midwest 2024,94.72,,boys,2024,2022,insidelacrosse
19,Leading Edge 2024,94.69,,boys,2024,2022,insidelacrosse
20,West Coast Starz 2024 Gold,94.66,,boys,2024,2022,insidelacrosse
21,Duke's Elite 2024,94.62,,boys,2024,2022,insidelacrosse
22,Madlax Capital 2024,94.29,,boys,2024,2022,insidelacrosse
23,Sweetlax Upstate 2024,94.18,,boys,2024,2022,insidelacrosse
24,Primetime 2024,94.13,,boys,2024,2022,insidelacrosse
25,Sweetlax 2024 Navy,94.13,,boys,2024,2022,insidelacrosse
26,Evolve Elite 2024,93.94,,boys,2024,2022,insidelacrosse
27,Madlax National 2024,93.79,,boys,2024,2022,insidelacrosse
28,FCA MD 2024 Blue,93.77,,boys,2024,2022,insidelacrosse
29,Sweetlax FL 2024,93.61,,boys,2024,2022,insidelacrosse
30,NXT 2024 Mamba,93.59,,boys,2024,2022,insidelacrosse
31,4Leaf 2024 Army,93.56,,boys,2024,2022,insidelacrosse
32,BBL Elite 2024 Black,93.46,,boys,2024,2022,insidelacrosse
33,Team 91 Maryland 2024,93.39,,boys,2024,2022,insidelacrosse
34,Denver Elite 2024 Blue,93.35,,boys,2024,2022,insidelacrosse
35,Laxachusetts 2024 Black,93.33,,boys,2024,2022,insidelacrosse
36,Philadelphia Freedom 2024 Red,93.26,,boys,2024,2022,insidelacrosse
37,NE Blazers 2024,93.24,,boys,2024,2022,insidelacrosse
38,Express North 2024 Black,93.06,,boys,2024,2022,insidelacrosse
39,2Way 2024,92.86,,boys,2024,2022,insidelacrosse
40,Juiced Cherries 2024,92.85,,boys,2024,2022,insidelacrosse
41,Orange Crush 2024,92.67,,boys,2024,2022,insidelacrosse
42,Nation's Best 2024,92.58,,boys,2024,2022,insidelacrosse
43,DC Express 2024 Black,92.5,,boys,2024,2022,insidelacrosse
44,Thunder 2024 Blue,92.49,,boys,2024,2022,insidelacrosse
45,Second City 2024 Gold,92.46,,boys,2024,2022,insidelacrosse
46,Team 91 National 2024,92.42,,boys,2024,2022,insidelacrosse
47,Texas Nationals 2024,92.42,,boys,2024,2022,insidelacrosse
48,VLC 2024,92.4,,boys,2024,2022,insidelacrosse
49,Nationals Lacrosse Club 2024,92.34,,boys,2024,2022,insidelacrosse
50,CW Elite 2024,92.32,,boys,2024,2022,insidelacrosse
51,Philadelphia Freedom 2024 White,92.07,,boys,2024,2022,insidelacrosse
52,Team MN 2024,91.94,,boys,2024,2022,insidelacrosse
53,Team MN 2024,91.92,,boys,2024,2022,insidelacrosse
54,Edge 2024,91.84,,boys,2024,2022,insidelacrosse
55,Team 91 Carolina 2024,91.79,,boys,2024,2022,insidelacrosse
56,Shore2Shore 2024 Vikings,91.73,,boys,2024,2022,insidelacrosse
57,Team 91 Charlotte 2024 Blue,91.72,,boys,2024,2022,insidelacrosse
58,NE Raiders 2024,91.71,,boys,2024,2022,insidelacrosse
59,Team 91 Colorado 2024 Red,91.69,,boys,2024,2022,insidelacrosse
60,True MN 2024 AAA,91.57,,boys,2024,2022,insidelacrosse
61,ADVNC San Francisco 2024,91.51,,boys,2024,2022,insidelacrosse
62,1Lax Uncommon Fit Canada 2024,91.48,,boys,2024,2022,insidelacrosse
63,Resolute 2024 Black,91.39,,boys,2024,2022,insidelacrosse
64,Madlax Oregon 2024 AA,91.38,,boys,2024,2022,insidelacrosse
65,FTK National 2023-2024,91.35,,boys,2024,2022,insidelacrosse
66,Big 4 HHH 2024,91.34,,boys,2024,2022,insidelacrosse
67,Team Oregon 2024,91.33,,boys,2024,2022,insidelacrosse
68,ADVNC NDP NorCal 2024,91.31,,boys,2024,2022,insidelacrosse
69,Brotherly Love 2024 Apollo,91.3,,boys,2024,2022,insidelacrosse
70,Team BC 2024,91.24,,boys,2024,2022,insidelacrosse
71,Team 91 Tri-State 2024 Select,91.23,,boys,2024,2022,insidelacrosse
72,New England Twisters 2024Blue,91.22,,boys,2024,2022,insidelacrosse
73,Mesa PA 2024,91.2,,boys,2024,2022,insidelacrosse
74,True Utah 2024,91.19,,boys,2024,2022,insidelacrosse
75,Clams 2024 Orange,91.05,,boys,2024,2022,insidelacrosse
76,East Ave 2024 AA,90.98,,boys,2024,2022,insidelacrosse
77,Harvest 2024,90.98,,boys,2024,2022,insidelacrosse
78,True Blue 2024 Goats,90.75,,boys,2024,2022,insidelacrosse
79,True National 2024 Green,90.75,,boys,2024,2022,insidelacrosse
80,Team CT 2024 Navy,90.74,,boys,2024,2022,insidelacrosse
81,True Illinois 2024 Premier A,90.67,,boys,2024,2022,insidelacrosse
82,NJ Riot 2024 Chaos,90.66,,boys,2024,2022,insidelacrosse
83,Team 91 Georgia 2024,90.63,,boys,2024,2022,insidelacrosse
84,Fighting Clams 2024,90.52,,boys,2024,2022,insidelacrosse
85,Mad Dog NJ 2024,90.51,,boys,2024,2022,insidelacrosse
86,NH Tomahawks 2024 Purple,90.5,,boys,2024,2022,insidelacrosse
87,Rebels LC 2024 Surge,90.39,,boys,2024,2022,insidelacrosse
88,LI Legacy 2024,90.38,,boys,2024,2022,insidelacrosse
89,Blue Star 2024 White,90.36,,boys,2024,2022,insidelacrosse
90,California Gold 2024,90.26,,boys,2024,2022,insidelacrosse
91,Team Illinois 2024,90.21,,boys,2024,2022,insidelacrosse
92,Nation United 2024,90.11,,boys,2024,2022,insidelacrosse
93,UNRL National 2024,90.11,,boys,2024,2022,insidelacrosse
94,Predators 2024,90.08,,boys,2024,2022,insidelacrosse
95,Eclipse 2024 Orange,90.02,,boys,2024,2022,insidelacrosse
96,DC Express 2024,89.99,,boys,2024,2022,insidelacrosse
97,SouthShore 2024,89.92,,boys,2024,2022,insidelacrosse
98,Legends National 2024,89.88,,boys,2024,2022,insidelacrosse
99,Koopers 2024 Black,89.86,,boys,2024,2022,insidelacrosse
100,3D Colorado 2024 AA Red,89.8,,boys,2024,2022,insidelacrosse
101,Alcatraz Outlaws 2024,89.76,,boys,2024,2022,insidelacrosse
102,No-Excuse Memphis 2023-2024,89.74,,boys,2024,2022,insidelacrosse
103,Laxachusetts 2024 Green,89.71,,boys,2024,2022,insidelacrosse
104,LI Empire 2024,89.66,,boys,2024,2022,insidelacrosse
105,Laxachusetts 2024 Yellow,89.65,,boys,2024,2022,insidelacrosse
106,HGR 2024 Blue,89.63,,boys,2024,2022,insidelacrosse
107,Pinnacle 2024,89.54,,boys,2024,2022,insidelacrosse
108,LI Rush 2024 Havoc,89.52,,boys,2024,2022,insidelacrosse
109,Clams 2024 Blue,89.47,,boys,2024,2022,insidelacrosse
110,Laxachusetts 2024 White,89.45,,boys,2024,2022,insidelacrosse
111,True Utah 2024 Black,89.45,,boys,2024,2022,insidelacrosse
112,Sixers 2024,89.43,,boys,2024,2022,insidelacrosse
113,Igloo 2024 Windchill,89.43,,boys,2024,2022,insidelacrosse
114,4Leaf 2024 Airforce,89.39,,boys,2024,2022,insidelacrosse
115,Patriot Elite 2024 Chrome,89.32,,boys,2024,2022,insidelacrosse
116,NY Reign 2024,89.3,,boys,2024,2022,insidelacrosse
117,Patriot Elite 2024,89.29,,boys,2024,2022,insidelacrosse
118,Seattle Starz 2024 Elite,89.26,,boys,2024,2022,insidelacrosse
119,Florida Crabs 2024 Orange,89.21,,boys,2024,2022,insidelacrosse
120,L4 Select 2024,89.21,,boys,2024,2022,insidelacrosse
121,Haymakers LC 2024,89.18,,boys,2024,2022,insidelacrosse
